class_id,fund_id,period,return_pct,benchmark_return_pct,as_of_date,source_doc_id,source_page,source_text
CLASS000021,FUND000002,3Y,-2.27,-2.97,2025-04-19,DOC000002,47,[p.47] 마이다스 책임투자 증권 투자 신탁 ( 주식 )C4; 최초설정일 2012-04-23; 3Y 수익률 -2.27%
CLASS000021,FUND000002,5Y,9.73,5.34,2025-04-19,DOC000002,47,[p.47] 마이다스 책임투자 증권 투자 신탁 ( 주식 )C4; 최초설정일 2012-04-23; 5Y 수익률 9.73%
CLASS000021,FUND000002,SINCE_INCEPTION,6.84,1.78,2025-04-19,DOC000002,47,[p.47] 마이다스 책임투자 증권 투자 신탁 ( 주식 )C4; 최초설정일 2012-04-23; SINCE_INCEPTION 수익률 6.84%
CLASS000029,FUND000002,1Y,-2.38,-4.18,2025-04-19,DOC000002,48,[p.48] 마이다스 책임투자 증권 투자 신탁 ( 주식 )S; 최초설정일 2014-04-23; 1Y 수익률 -2.38%
CLASS000029,FUND000002,2Y,-0.5,-1.79,2025-04-19,DOC000002,48,[p.48] 마이다스 책임투자 증권 투자 신탁 ( 주식 )S; 최초설정일 2014-04-23; 2Y 수익률 -0.50%
CLASS000029,FUND000002,3Y,-1.62,-2.97,2025-04-19,DOC000002,48,[p.48] 마이다스 책임투자 증권 투자 신탁 ( 주식 )S; 최초설정일 2014-04-23; 3Y 수익률 -1.62%
CLASS000029,FUND000002,5Y,10.44,5.34,2025-04-19,DOC000002,48,[p.48] 마이다스 책임투자 증권 투자 신탁 ( 주식 )S; 최초설정일 2014-04-23; 5Y 수익률 10.44%
CLASS000029,FUND000002,SINCE_INCEPTION,8.01,1.97,2025-04-19,DOC000002,48,[p.48] 마이다스 책임투자 증권 투자 신탁 ( 주식 )S; 최초설정일 2014-04-23; SINCE_INCEPTION 수익률 8.01%
CLASS000017,FUND000002,1Y,-2.48,-4.18,2025-04-19,DOC000002,48,[p.48] 마이다스 책임투자 증권 투자 신탁 ( 주식 )Ae; 최초설정일 2014-06-11; 1Y 수익률 -2.48%
CLASS000017,FUND000002,2Y,-0.6,-1.79,2025-04-19,DOC000002,48,[p.48] 마이다스 책임투자 증권 투자 신탁 ( 주식 )Ae; 최초설정일 2014-06-11; 2Y 수익률 -0.60%
CLASS000017,FUND000002,3Y,-1.72,-2.97,2025-04-19,DOC000002,48,[p.48] 마이다스 책임투자 증권 투자 신탁 ( 주식 )Ae; 최초설정일 2014-06-11; 3Y 수익률 -1.72%
CLASS000017,FUND000002,5Y,10.33,5.34,2025-04-19,DOC000002,48,[p.48] 마이다스 책임투자 증권 투자 신탁 ( 주식 )Ae; 최초설정일 2014-06-11; 5Y 수익률 10.33%
CLASS000017,FUND000002,SINCE_INCEPTION,7.88,1.96,2025-04-19,DOC000002,48,[p.48] 마이다스 책임투자 증권 투자 신탁 ( 주식 )Ae; 최초설정일 2014-06-11; SINCE_INCEPTION 수익률 7.88%
CLASS000025,FUND000002,1Y,-2.85,-4.18,2025-04-19,DOC000002,48,[p.48] 마이다스 책임투자 증권 투자 신탁 ( 주식 )C-P1; 최초설정일 2016-01-19; 1Y 수익률 -2.85%
CLASS000025,FUND000002,2Y,-0.98,-1.79,2025-04-19,DOC000002,48,[p.48] 마이다스 책임투자 증권 투자 신탁 ( 주식 )C-P1; 최초설정일 2016-01-19; 2Y 수익률 -0.98%
CLASS000025,FUND000002,3Y,-2.11,-2.97,2025-04-19,DOC000002,48,[p.48] 마이다스 책임투자 증권 투자 신탁 ( 주식 )C-P1; 최초설정일 2016-01-19; 3Y 수익률 -2.11%
CLASS000025,FUND000002,5Y,9.91,5.34,2025-04-19,DOC000002,48,[p.48] 마이다스 책임투자 증권 투자 신탁 ( 주식 )C-P1; 최초설정일 2016-01-19; 5Y 수익률 9.91%
CLASS000025,FUND000002,SINCE_INCEPTION,8.58,3.06,2025-04-19,DOC000002,48,[p.48] 마이다스 책임투자 증권 투자 신탁 ( 주식 )C-P1; 최초설정일 2016-01-19; SINCE_INCEPTION 수익률 8.58%
CLASS000027,FUND000002,1Y,-2.62,-4.18,2025-04-19,DOC000002,48,[p.48] 마이다스 책임투자 증권 투자 신탁 ( 주식 )C-P2; 최초설정일 2016-06-27; 1Y 수익률 -2.62%
CLASS000027,FUND000002,2Y,-0.74,-1.79,2025-04-19,DOC000002,48,[p.48] 마이다스 책임투자 증권 투자 신탁 ( 주식 )C-P2; 최초설정일 2016-06-27; 2Y 수익률 -0.74%
CLASS000027,FUND000002,3Y,-1.87,-2.97,2025-04-19,DOC000002,48,[p.48] 마이다스 책임투자 증권 투자 신탁 ( 주식 )C-P2; 최초설정일 2016-06-27; 3Y 수익률 -1.87%
CLASS000027,FUND000002,5Y,10.17,5.34,2025-04-19,DOC000002,48,[p.48] 마이다스 책임투자 증권 투자 신탁 ( 주식 )C-P2; 최초설정일 2016-06-27; 5Y 수익률 10.17%
CLASS000027,FUND000002,SINCE_INCEPTION,9.16,2.93,2025-04-19,DOC000002,48,[p.48] 마이다스 책임투자 증권 투자 신탁 ( 주식 )C-P2; 최초설정일 2016-06-27; SINCE_INCEPTION 수익률 9.16%
CLASS000030,FUND000002,1Y,-2.28,-4.18,2025-04-19,DOC000002,48,[p.48] 마이다스 책임투자 증권 투자 신탁 ( 주식 )S-P; 최초설정일 2016-06-30; 1Y 수익률 -2.28%
CLASS000030,FUND000002,2Y,-0.4,-1.79,2025-04-19,DOC000002,48,[p.48] 마이다스 책임투자 증권 투자 신탁 ( 주식 )S-P; 최초설정일 2016-06-30; 2Y 수익률 -0.40%
CLASS000030,FUND000002,3Y,-1.52,-2.97,2025-04-19,DOC000002,48,[p.48] 마이다스 책임투자 증권 투자 신탁 ( 주식 )S-P; 최초설정일 2016-06-30; 3Y 수익률 -1.52%
CLASS000030,FUND000002,5Y,10.55,5.34,2025-04-19,DOC000002,48,[p.48] 마이다스 책임투자 증권 투자 신탁 ( 주식 )S-P; 최초설정일 2016-06-30; 5Y 수익률 10.55%
CLASS000030,FUND000002,SINCE_INCEPTION,9.44,2.74,2025-04-19,DOC000002,48,[p.48] 마이다스 책임투자 증권 투자 신탁 ( 주식 )S-P; 최초설정일 2016-06-30; SINCE_INCEPTION 수익률 9.44%
CLASS000024,FUND000002,1Y,-2.04,-4.18,2025-04-19,DOC000002,48,[p.48] 마이다스 책임투자 증권 투자 신탁 ( 주식 )C-W; 최초설정일 2017-11-15; 1Y 수익률 -2.04%
CLASS000024,FUND000002,2Y,-0.15,-1.79,2025-04-19,DOC000002,48,[p.48] 마이다스 책임투자 증권 투자 신탁 ( 주식 )C-W; 최초설정일 2017-11-15; 2Y 수익률 -0.15%
CLASS000024,FUND000002,3Y,-1.28,-2.97,2025-04-19,DOC000002,48,[p.48] 마이다스 책임투자 증권 투자 신탁 ( 주식 )C-W; 최초설정일 2017-11-15; 3Y 수익률 -1.28%
CLASS000024,FUND000002,5Y,10.82,5.34,2025-04-19,DOC000002,48,[p.48] 마이다스 책임투자 증권 투자 신탁 ( 주식 )C-W; 최초설정일 2017-11-15; 5Y 수익률 10.82%
CLASS000024,FUND000002,SINCE_INCEPTION,6.44,-0.23,2025-04-19,DOC000002,48,[p.48] 마이다스 책임투자 증권 투자 신탁 ( 주식 )C-W; 최초설정일 2017-11-15; SINCE_INCEPTION 수익률 6.44%
CLASS000026,FUND000002,1Y,-2.45,-4.18,2025-04-19,DOC000002,48,[p.48] 마이다스 책임투자 증권 투자 신탁 ( 주식 )C-Pe1; 최초설정일 2017-10-18; 1Y 수익률 -2.45%
CLASS000026,FUND000002,2Y,-0.57,-1.79,2025-04-19,DOC000002,48,[p.48] 마이다스 책임투자 증권 투자 신탁 ( 주식 )C-Pe1; 최초설정일 2017-10-18; 2Y 수익률 -0.57%
CLASS000026,FUND000002,3Y,-1.69,-2.97,2025-04-19,DOC000002,48,[p.48] 마이다스 책임투자 증권 투자 신탁 ( 주식 )C-Pe1; 최초설정일 2017-10-18; 3Y 수익률 -1.69%
CLASS000026,FUND000002,5Y,10.36,5.34,2025-04-19,DOC000002,48,[p.48] 마이다스 책임투자 증권 투자 신탁 ( 주식 )C-Pe1; 최초설정일 2017-10-18; 5Y 수익률 10.36%
CLASS000026,FUND000002,SINCE_INCEPTION,6.48,-0.01,2025-04-19,DOC000002,48,[p.48] 마이다스 책임투자 증권 투자 신탁 ( 주식 )C-Pe1; 최초설정일 2017-10-18; SINCE_INCEPTION 수익률 6.48%
CLASS000028,FUND000002,1Y,-2.33,-4.18,2025-04-19,DOC000002,48,[p.48] 마이다스 책임투자 증권 투자 신탁 ( 주식 )C-Pe2; 최초설정일 2017-08-07; 1Y 수익률 -2.33%
CLASS000028,FUND000002,2Y,-0.45,-1.79,2025-04-19,DOC000002,48,[p.48] 마이다스 책임투자 증권 투자 신탁 ( 주식 )C-Pe2; 최초설정일 2017-08-07; 2Y 수익률 -0.45%
CLASS000028,FUND000002,3Y,-1.58,-2.97,2025-04-19,DOC000002,48,[p.48] 마이다스 책임투자 증권 투자 신탁 ( 주식 )C-Pe2; 최초설정일 2017-08-07; 3Y 수익률 -1.58%
CLASS000028,FUND000002,5Y,10.49,5.34,2025-04-19,DOC000002,48,[p.48] 마이다스 책임투자 증권 투자 신탁 ( 주식 )C-Pe2; 최초설정일 2017-08-07; 5Y 수익률 10.49%
CLASS000028,FUND000002,SINCE_INCEPTION,6.92,0.66,2025-04-19,DOC000002,48,[p.48] 마이다스 책임투자 증권 투자 신탁 ( 주식 )C-Pe2; 최초설정일 2017-08-07; SINCE_INCEPTION 수익률 6.92%
,FUND000003,1Y,15.28,5.82,2025-10-01,DOC000003,60,"[p.60] 수수료미징구 - 온라인슈퍼 - 퇴직연금 기간 2022/12/05~2023/10/01 2023/10/02~2024/10/01 2024/10/02~2025/10/01 ( 주 1) 이익분배에 의한 재투자분을 3. 집합투자기구의 운용실적 투자실적 추이는 투자자의 투자판단에 수익률을 , 연도별 수익률은 운용 실적으로 투자자의 투자시기에 보장하지 않습니다 가 . 연평균수익률 종류 마이다스 거북이 90 증권 자투자신탁 1 호 ( 주식 )( 운용 ); 최초설정일 2013-10-02; 1Y 수익률 15.28%"
,FUND000003,2Y,12.67,5.44,2025-10-01,DOC000003,60,"[p.60] 수수료미징구 - 온라인슈퍼 - 퇴직연금 기간 2022/12/05~2023/10/01 2023/10/02~2024/10/01 2024/10/02~2025/10/01 ( 주 1) 이익분배에 의한 재투자분을 3. 집합투자기구의 운용실적 투자실적 추이는 투자자의 투자판단에 수익률을 , 연도별 수익률은 운용 실적으로 투자자의 투자시기에 보장하지 않습니다 가 . 연평균수익률 종류 마이다스 거북이 90 증권 자투자신탁 1 호 ( 주식 )( 운용 ); 최초설정일 2013-10-02; 2Y 수익률 12.67%"
,FUND000003,3Y,11.07,5.38,2025-10-01,DOC000003,60,"[p.60] 수수료미징구 - 온라인슈퍼 - 퇴직연금 기간 2022/12/05~2023/10/01 2023/10/02~2024/10/01 2024/10/02~2025/10/01 ( 주 1) 이익분배에 의한 재투자분을 3. 집합투자기구의 운용실적 투자실적 추이는 투자자의 투자판단에 수익률을 , 연도별 수익률은 운용 실적으로 투자자의 투자시기에 보장하지 않습니다 가 . 연평균수익률 종류 마이다스 거북이 90 증권 자투자신탁 1 호 ( 주식 )( 운용 ); 최초설정일 2013-10-02; 3Y 수익률 11.07%"
,FUND000003,5Y,11.67,2.97,2025-10-01,DOC000003,60,"[p.60] 수수료미징구 - 온라인슈퍼 - 퇴직연금 기간 2022/12/05~2023/10/01 2023/10/02~2024/10/01 2024/10/02~2025/10/01 ( 주 1) 이익분배에 의한 재투자분을 3. 집합투자기구의 운용실적 투자실적 추이는 투자자의 투자판단에 수익률을 , 연도별 수익률은 운용 실적으로 투자자의 투자시기에 보장하지 않습니다 가 . 연평균수익률 종류 마이다스 거북이 90 증권 자투자신탁 1 호 ( 주식 )( 운용 ); 최초설정일 2013-10-02; 5Y 수익률 11.67%"
,FUND000003,SINCE_INCEPTION,6.28,2.65,2025-10-01,DOC000003,60,"[p.60] 수수료미징구 - 온라인슈퍼 - 퇴직연금 기간 2022/12/05~2023/10/01 2023/10/02~2024/10/01 2024/10/02~2025/10/01 ( 주 1) 이익분배에 의한 재투자분을 3. 집합투자기구의 운용실적 투자실적 추이는 투자자의 투자판단에 수익률을 , 연도별 수익률은 운용 실적으로 투자자의 투자시기에 보장하지 않습니다 가 . 연평균수익률 종류 마이다스 거북이 90 증권 자투자신탁 1 호 ( 주식 )( 운용 ); 최초설정일 2013-10-02; SINCE_INCEPTION 수익률 6.28%"
CLASS000035,FUND000003,1Y,13.8,5.82,2025-10-01,DOC000003,60,[p.60] 마이다스 거북이 90 증권 자투자신탁 1 호 ( 주식 )A; 최초설정일 2013-10-02; 1Y 수익률 13.80%
CLASS000035,FUND000003,2Y,11.22,5.44,2025-10-01,DOC000003,60,[p.60] 마이다스 거북이 90 증권 자투자신탁 1 호 ( 주식 )A; 최초설정일 2013-10-02; 2Y 수익률 11.22%
CLASS000035,FUND000003,3Y,9.64,5.38,2025-10-01,DOC000003,60,[p.60] 마이다스 거북이 90 증권 자투자신탁 1 호 ( 주식 )A; 최초설정일 2013-10-02; 3Y 수익률 9.64%
CLASS000035,FUND000003,5Y,10.24,2.97,2025-10-01,DOC000003,60,[p.60] 마이다스 거북이 90 증권 자투자신탁 1 호 ( 주식 )A; 최초설정일 2013-10-02; 5Y 수익률 10.24%
CLASS000035,FUND000003,SINCE_INCEPTION,4.88,2.65,2025-10-01,DOC000003,60,[p.60] 마이다스 거북이 90 증권 자투자신탁 1 호 ( 주식 )A; 최초설정일 2013-10-02; SINCE_INCEPTION 수익률 4.88%
CLASS000036,FUND000003,1Y,14.21,5.82,2025-10-01,DOC000003,60,[p.60] 마이다스 거북이 90 증권 자투자신탁 1 호 ( 주식 )Ae; 최초설정일 2013-10-24; 1Y 수익률 14.21%
CLASS000036,FUND000003,2Y,11.62,5.44,2025-10-01,DOC000003,60,[p.60] 마이다스 거북이 90 증권 자투자신탁 1 호 ( 주식 )Ae; 최초설정일 2013-10-24; 2Y 수익률 11.62%
CLASS000036,FUND000003,3Y,10.03,5.38,2025-10-01,DOC000003,60,[p.60] 마이다스 거북이 90 증권 자투자신탁 1 호 ( 주식 )Ae; 최초설정일 2013-10-24; 3Y 수익률 10.03%
CLASS000036,FUND000003,5Y,10.63,2.97,2025-10-01,DOC000003,60,[p.60] 마이다스 거북이 90 증권 자투자신탁 1 호 ( 주식 )Ae; 최초설정일 2013-10-24; 5Y 수익률 10.63%
CLASS000036,FUND000003,SINCE_INCEPTION,5.19,2.63,2025-10-01,DOC000003,60,[p.60] 마이다스 거북이 90 증권 자투자신탁 1 호 ( 주식 )Ae; 최초설정일 2013-10-24; SINCE_INCEPTION 수익률 5.19%
CLASS000037,FUND000003,1Y,12.94,5.82,2025-10-01,DOC000003,60,[p.60] 마이다스 거북이 90 증권 자투자신탁 1 호 ( 주식 )C1; 최초설정일 2013-10-02; 1Y 수익률 12.94%
CLASS000037,FUND000003,2Y,10.37,5.44,2025-10-01,DOC000003,60,[p.60] 마이다스 거북이 90 증권 자투자신탁 1 호 ( 주식 )C1; 최초설정일 2013-10-02; 2Y 수익률 10.37%
CLASS000037,FUND000003,3Y,8.8,5.38,2025-10-01,DOC000003,60,[p.60] 마이다스 거북이 90 증권 자투자신탁 1 호 ( 주식 )C1; 최초설정일 2013-10-02; 3Y 수익률 8.80%
CLASS000037,FUND000003,5Y,7.14,3.52,2025-10-01,DOC000003,60,[p.60] 마이다스 거북이 90 증권 자투자신탁 1 호 ( 주식 )C1; 최초설정일 2013-10-02; 5Y 수익률 7.14%
CLASS000037,FUND000003,SINCE_INCEPTION,3.18,2.88,2025-10-01,DOC000003,60,[p.60] 마이다스 거북이 90 증권 자투자신탁 1 호 ( 주식 )C1; 최초설정일 2013-10-02; SINCE_INCEPTION 수익률 3.18%
CLASS000038,FUND000003,1Y,13.28,5.82,2025-10-01,DOC000003,61,[p.61] 마이다스 거북이 90 증권 자투자신탁 1 호 ( 주식 )C2; 최초설정일 2014-10-02; 1Y 수익률 13.28%
CLASS000038,FUND000003,2Y,10.71,5.44,2025-10-01,DOC000003,61,[p.61] 마이다스 거북이 90 증권 자투자신탁 1 호 ( 주식 )C2; 최초설정일 2014-10-02; 2Y 수익률 10.71%
CLASS000038,FUND000003,3Y,6.95,3.58,2025-10-01,DOC000003,61,[p.61] 마이다스 거북이 90 증권 자투자신탁 1 호 ( 주식 )C2; 최초설정일 2014-10-02; 3Y 수익률 6.95%
CLASS000038,FUND000003,5Y,4.11,2.13,2025-10-01,DOC000003,61,[p.61] 마이다스 거북이 90 증권 자투자신탁 1 호 ( 주식 )C2; 최초설정일 2014-10-02; 5Y 수익률 4.11%
CLASS000038,FUND000003,SINCE_INCEPTION,1.85,0.96,2025-10-01,DOC000003,61,[p.61] 마이다스 거북이 90 증권 자투자신탁 1 호 ( 주식 )C2; 최초설정일 2014-10-02; SINCE_INCEPTION 수익률 1.85%
CLASS000039,FUND000003,1Y,13.72,5.82,2025-10-01,DOC000003,61,[p.61] 마이다스 거북이 90 증권 자투자신탁 1 호 ( 주식 )C3; 최초설정일 2015-10-02; 1Y 수익률 13.72%
CLASS000039,FUND000003,2Y,6.96,2.97,2025-10-01,DOC000003,61,[p.61] 마이다스 거북이 90 증권 자투자신탁 1 호 ( 주식 )C3; 최초설정일 2015-10-02; 2Y 수익률 6.96%
CLASS000039,FUND000003,3Y,4.59,1.97,2025-10-01,DOC000003,61,[p.61] 마이다스 거북이 90 증권 자투자신탁 1 호 ( 주식 )C3; 최초설정일 2015-10-02; 3Y 수익률 4.59%
CLASS000039,FUND000003,5Y,2.73,1.18,2025-10-01,DOC000003,61,[p.61] 마이다스 거북이 90 증권 자투자신탁 1 호 ( 주식 )C3; 최초설정일 2015-10-02; 5Y 수익률 2.73%
CLASS000039,FUND000003,SINCE_INCEPTION,0.72,0.82,2025-10-01,DOC000003,61,[p.61] 마이다스 거북이 90 증권 자투자신탁 1 호 ( 주식 )C3; 최초설정일 2015-10-02; SINCE_INCEPTION 수익률 0.72%
CLASS000040,FUND000003,1Y,14.05,5.82,2025-10-01,DOC000003,61,[p.61] 마이다스 거북이 90 증권 자투자신탁 1 호 ( 주식 )C4; 최초설정일 2016-10-10; 1Y 수익률 14.05%
CLASS000040,FUND000003,2Y,11.47,5.44,2025-10-01,DOC000003,61,[p.61] 마이다스 거북이 90 증권 자투자신탁 1 호 ( 주식 )C4; 최초설정일 2016-10-10; 2Y 수익률 11.47%
CLASS000040,FUND000003,3Y,9.88,5.38,2025-10-01,DOC000003,61,[p.61] 마이다스 거북이 90 증권 자투자신탁 1 호 ( 주식 )C4; 최초설정일 2016-10-10; 3Y 수익률 9.88%
CLASS000040,FUND000003,5Y,10.48,2.97,2025-10-01,DOC000003,61,[p.61] 마이다스 거북이 90 증권 자투자신탁 1 호 ( 주식 )C4; 최초설정일 2016-10-10; 5Y 수익률 10.48%
CLASS000040,FUND000003,SINCE_INCEPTION,6.29,2.64,2025-10-01,DOC000003,61,[p.61] 마이다스 거북이 90 증권 자투자신탁 1 호 ( 주식 )C4; 최초설정일 2016-10-10; SINCE_INCEPTION 수익률 6.29%
CLASS000041,FUND000003,1Y,14.06,5.82,2025-10-01,DOC000003,61,[p.61] 마이다스 거북이 90 증권 자투자신탁 1 호 ( 주식 )Ce; 최초설정일 2013-11-08; 1Y 수익률 14.06%
CLASS000041,FUND000003,2Y,11.48,5.44,2025-10-01,DOC000003,61,[p.61] 마이다스 거북이 90 증권 자투자신탁 1 호 ( 주식 )Ce; 최초설정일 2013-11-08; 2Y 수익률 11.48%
CLASS000041,FUND000003,3Y,9.89,5.38,2025-10-01,DOC000003,61,[p.61] 마이다스 거북이 90 증권 자투자신탁 1 호 ( 주식 )Ce; 최초설정일 2013-11-08; 3Y 수익률 9.89%
CLASS000041,FUND000003,5Y,10.49,2.97,2025-10-01,DOC000003,61,[p.61] 마이다스 거북이 90 증권 자투자신탁 1 호 ( 주식 )Ce; 최초설정일 2013-11-08; 5Y 수익률 10.49%
CLASS000041,FUND000003,SINCE_INCEPTION,5.03,2.65,2025-10-01,DOC000003,61,[p.61] 마이다스 거북이 90 증권 자투자신탁 1 호 ( 주식 )Ce; 최초설정일 2013-11-08; SINCE_INCEPTION 수익률 5.03%
CLASS000043,FUND000003,1Y,14.61,5.82,2025-10-01,DOC000003,61,[p.61] 마이다스 거북이 90 증권 자투자신탁 1 호 ( 주식 )C- W; 최초설정일 2013-12-10; 1Y 수익률 14.61%
CLASS000043,FUND000003,2Y,12.01,5.44,2025-10-01,DOC000003,61,[p.61] 마이다스 거북이 90 증권 자투자신탁 1 호 ( 주식 )C- W; 최초설정일 2013-12-10; 2Y 수익률 12.01%
CLASS000043,FUND000003,3Y,10.42,5.38,2025-10-01,DOC000003,61,[p.61] 마이다스 거북이 90 증권 자투자신탁 1 호 ( 주식 )C- W; 최초설정일 2013-12-10; 3Y 수익률 10.42%
CLASS000043,FUND000003,5Y,7.45,3.63,2025-10-01,DOC000003,61,[p.61] 마이다스 거북이 90 증권 자투자신탁 1 호 ( 주식 )C- W; 최초설정일 2013-12-10; 5Y 수익률 7.45%
CLASS000043,FUND000003,SINCE_INCEPTION,4.14,2.93,2025-10-01,DOC000003,61,[p.61] 마이다스 거북이 90 증권 자투자신탁 1 호 ( 주식 )C- W; 최초설정일 2013-12-10; SINCE_INCEPTION 수익률 4.14%
CLASS000044,FUND000003,1Y,13.69,5.82,2025-10-01,DOC000003,61,[p.61] 마이다스 거북이 90 증권 자투자신탁 1 호 ( 주식 ) C- P1; 최초설정일 2023-11-01; 1Y 수익률 13.69%
CLASS000044,FUND000003,SINCE_INCEPTION,12.02,5.96,2025-10-01,DOC000003,61,[p.61] 마이다스 거북이 90 증권 자투자신탁 1 호 ( 주식 ) C- P1; 최초설정일 2023-11-01; SINCE_INCEPTION 수익률 12.02%
CLASS000048,FUND000003,1Y,14.22,5.82,2025-10-01,DOC000003,61,[p.61] 마이다스 거북이 90 증권 자투자신탁 1 호 ( 주식 )S; 최초설정일 2016-07-05; 1Y 수익률 14.22%
CLASS000048,FUND000003,2Y,11.63,5.44,2025-10-01,DOC000003,61,[p.61] 마이다스 거북이 90 증권 자투자신탁 1 호 ( 주식 )S; 최초설정일 2016-07-05; 2Y 수익률 11.63%
CLASS000048,FUND000003,3Y,10.05,5.38,2025-10-01,DOC000003,61,[p.61] 마이다스 거북이 90 증권 자투자신탁 1 호 ( 주식 )S; 최초설정일 2016-07-05; 3Y 수익률 10.05%
CLASS000048,FUND000003,5Y,9.82,2.9,2025-10-01,DOC000003,61,[p.61] 마이다스 거북이 90 증권 자투자신탁 1 호 ( 주식 )S; 최초설정일 2016-07-05; 5Y 수익률 9.82%
CLASS000048,FUND000003,SINCE_INCEPTION,4.86,2.29,2025-10-01,DOC000003,61,[p.61] 마이다스 거북이 90 증권 자투자신탁 1 호 ( 주식 )S; 최초설정일 2016-07-05; SINCE_INCEPTION 수익률 4.86%
CLASS000049,FUND000003,1Y,14.3,5.82,2025-10-01,DOC000003,61,[p.61] 마이다스 거북이 90 증권 자투자신탁 1 호 ( 주식 )S-P; 최초설정일 2016-07-05; 1Y 수익률 14.30%
CLASS000049,FUND000003,2Y,11.71,5.44,2025-10-01,DOC000003,61,[p.61] 마이다스 거북이 90 증권 자투자신탁 1 호 ( 주식 )S-P; 최초설정일 2016-07-05; 2Y 수익률 11.71%
CLASS000049,FUND000003,3Y,10.12,5.38,2025-10-01,DOC000003,61,[p.61] 마이다스 거북이 90 증권 자투자신탁 1 호 ( 주식 )S-P; 최초설정일 2016-07-05; 3Y 수익률 10.12%
CLASS000049,FUND000003,5Y,10.74,2.97,2025-10-01,DOC000003,61,[p.61] 마이다스 거북이 90 증권 자투자신탁 1 호 ( 주식 )S-P; 최초설정일 2016-07-05; 5Y 수익률 10.74%
CLASS000049,FUND000003,SINCE_INCEPTION,6.69,2.61,2025-10-01,DOC000003,61,[p.61] 마이다스 거북이 90 증권 자투자신탁 1 호 ( 주식 )S-P; 최초설정일 2016-07-05; SINCE_INCEPTION 수익률 6.69%
CLASS000051,FUND000003,SINCE_INCEPTION,6.75,5.79,2025-10-01,DOC000003,61,[p.61] 마이다스 거북이 90 증권 자투자신탁 1 호 ( 주식 ) AG; 최초설정일 2025-06-25; SINCE_INCEPTION 수익률 6.75%
CLASS000045,FUND000003,1Y,14.14,5.82,2025-10-01,DOC000003,62,[p.62] 마이다스 거북이 90 증권 자투자신탁 1 호 ( 주식 ) C- Pe1; 최초설정일 2023-01-19; 1Y 수익률 14.14%
CLASS000045,FUND000003,2Y,11.56,5.44,2025-10-01,DOC000003,62,[p.62] 마이다스 거북이 90 증권 자투자신탁 1 호 ( 주식 ) C- Pe1; 최초설정일 2023-01-19; 2Y 수익률 11.56%
CLASS000045,FUND000003,SINCE_INCEPTION,10.59,4.92,2025-10-01,DOC000003,62,[p.62] 마이다스 거북이 90 증권 자투자신탁 1 호 ( 주식 ) C- Pe1; 최초설정일 2023-01-19; SINCE_INCEPTION 수익률 10.59%
CLASS000046,FUND000003,1Y,13.98,5.82,2025-10-01,DOC000003,62,[p.62] 마이다스 거북이 90 증권 자투자신탁 1 호 ( 주식 ) C- P2; 최초설정일 2024-05-28; 1Y 수익률 13.98%
CLASS000046,FUND000003,SINCE_INCEPTION,10.26,5.35,2025-10-01,DOC000003,62,[p.62] 마이다스 거북이 90 증권 자투자신탁 1 호 ( 주식 ) C- P2; 최초설정일 2024-05-28; SINCE_INCEPTION 수익률 10.26%
